bathrooms,bedrooms,condition,floors,grade,id,Price,sqft_above,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,yr_renovated
2,3,3,1,6,A16225,215000,1340,0,1340,8505,0,1931,0
2,2,4,2,9,A16226,1200000,2160,0,2160,17861,1,1956,0
2,4,4,1,7,A16227,420000,850,850,1700,6375,0,1950,0
2,3,3,2,7,A16228,485000,1650,0,1650,3436,0,2003,0
2,3,5,1,6,A16229,202500,1540,0,1540,8316,0,1954,0
3,5,3,2,9,A16230,710000,3920,0,3920,8572,0,2007,0
2,4,3,2,8,A16231,535000,3250,0,3250,6933,0,2009,0
1,4,4,1,7,A16232,260000,1360,0,1360,7700,0,1966,0
2,3,4,1,7,A16233,254000,1480,0,1480,7480,0,1992,0
2,4,3,2,8,A16234,600000,2360,0,2360,5226,0,2001,0
2,3,3,2,7,A16235,285000,1800,0,1800,2516,0,2001,0
3,4,3,2,10,A16236,800000,2540,0,2540,20662,0,1998,0
1,3,3,1,6,A16237,165000,1200,0,1200,13100,0,1943,0
1,2,4,1,6,A16238,216500,710,0,710,6960,0,1943,0
2,4,3,2,8,A16239,387990,2640,0,2640,5595,0,2011,0
2,4,3,2,8,A16240,500000,3010,0,3010,5040,0,2006,0
2,4,3,2,7,A16241,650000,2770,0,2770,5612,0,2001,0
2,4,3,2,8,A16242,646000,2310,0,2310,4079,0,2008,0
3,4,3,1,8,A16243,323400,1430,630,2060,9138,0,1992,0
2,3,3,2,7,A16244,300000,1880,0,1880,4200,0,2007,0
2,5,4,1.5,7,A16245,712500,1340,940,2280,5400,0,1947,0
1,3,3,1.5,7,A16246,550000,1380,0,1380,3402,0,1900,2000
1,3,3,1,7,A16247,400000,1180,0,1180,7537,0,1969,0
1,4,3,1,7,A16248,255000,1100,550,1650,7200,0,1977,0
1,3,4,2,7,A16249,660000,2030,0,2030,9032,0,1963,0
2,4,4,1,8,A16250,925000,1600,510,2110,6375,0,1941,0
2,4,5,1,7,A16251,534000,1330,800,2130,7210,0,1965,0
1,3,4,1,7,A16252,215000,1690,0,1690,7700,0,1969,0
2,3,3,1.5,10,A16253,1950000,2510,0,2510,12779,0,1968,0
4,5,3,2,10,A16254,1400000,3530,0,3530,7924,0,2001,0
1,3,3,1,7,A16255,212000,1470,0,1470,8350,0,1990,0
1,3,3,1,8,A16256,265000,1840,0,1840,7300,0,1966,0
1,3,5,1.5,6,A16257,400000,1300,560,1860,5750,0,1918,0
2,4,3,2,8,A16258,311500,1940,0,1940,10133,0,1992,0
3,4,3,2,11,A16259,2330000,4420,0,4420,20759,0,2003,0
1,2,4,1,6,A16260,225000,800,0,800,6050,0,1944,0
2,4,3,1,11,A16261,1250000,2620,1080,3700,21755,0,1988,0
1,3,4,1,7,A16262,380000,1400,0,1400,8710,0,1948,0
2,4,3,2,8,A16263,600000,2250,0,2250,11370,0,1991,0
2,3,4,2,9,A16264,600000,2230,0,2230,9053,0,1987,0
2,3,3,2,7,A16265,315000,1950,0,1950,3000,0,2001,0
1,5,4,2.5,9,A16266,847000,2550,0,2550,4623,0,1905,0
2,4,3,2,10,A16267,730000,2750,0,2750,10351,0,1998,0
2,4,4,1,8,A16268,1060000,2290,0,2290,11137,0,1955,0
2,4,4,2,9,A16269,1620000,2350,0,2350,17709,0,1977,0
1,2,3,1,6,A16270,664000,860,860,1720,5785,0,1948,2002
3,4,3,2,9,A16271,454450,2810,0,2810,6000,0,2007,0
1,3,3,1,7,A16272,341000,940,0,940,4200,0,1955,0
1,4,4,1.5,7,A16273,276693,1190,0,1190,8875,0,1946,0
1,2,4,1,7,A16274,185000,1390,0,1390,11340,0,1969,0
2,2,3,2,7,A16275,160000,1660,0,1660,2258,0,1981,0
2,4,3,2,8,A16276,270000,1920,0,1920,8497,0,1998,0
1,4,3,1,7,A16277,300000,1460,0,1460,8760,0,1958,0
1,3,4,1,7,A16278,264950,1370,0,1370,10115,0,1957,0
1,2,4,1,6,A16279,209950,840,210,1050,6250,0,1943,0
2,3,3,2,9,A16280,850000,3360,0,3360,8708,0,2006,0
2,4,3,2,9,A16281,645000,3160,0,3160,11380,0,1983,0
2,4,4,2,9,A16282,855000,2480,0,2480,36974,0,1973,0
1,4,3,2,10,A16283,632500,2720,0,2720,37258,0,1994,0
2,3,3,2,8,A16284,289950,2070,0,2070,5013,0,1987,0
1,2,4,1,8,A16285,850000,2170,0,2170,25732,0,1952,0
2,4,3,2,9,A16286,565000,3260,0,3260,4900,0,2013,0
2,3,3,2,8,A16287,792000,2250,0,2250,19270,0,1999,0
2,3,4,1,7,A16288,260000,1200,750,1950,9600,0,1987,0
2,3,3,1,7,A16289,585000,2220,0,2220,209523,0,1991,0
1,3,3,1,7,A16290,295500,1000,330,1330,10523,0,1981,0
2,4,5,1.5,7,A16291,329000,1190,0,1190,7877,0,1946,0
1,3,3,1,8,A16292,750000,1570,1200,2770,15232,0,1976,0
2,4,3,2,9,A16293,495000,2310,0,2310,7555,0,1997,0
1,3,4,1,8,A16294,672500,1330,250,1580,5750,0,1947,0
3,5,5,1.5,10,A16295,1310000,1910,890,2800,3200,0,1932,2002
2,3,3,2,7,A16296,405000,1500,0,1500,9636,0,1994,0
1,3,3,1,7,A16297,620000,1070,1070,2140,5808,0,1947,0
2,4,4,1,8,A16298,615000,1450,880,2330,7020,0,1973,0
2,6,5,1,9,A16299,887000,2440,1390,3830,11180,0,1962,0
2,4,3,2.5,8,A16300,1060000,3270,1240,4510,5000,0,1941,2000
1,4,4,1,8,A16301,753000,1660,500,2160,39430,0,1974,0
2,3,5,2,10,A16302,1600000,2230,940,3170,5000,0,1975,0
3,4,4,2,12,A16303,3710000,3350,2200,5550,28078,0,2000,0
1,3,3,1,7,A16304,365000,1520,0,1520,8519,0,1954,0
2,4,4,2,10,A16305,870000,3410,0,3410,23000,0,1982,0
2,4,3,2,7,A16306,321000,1830,0,1830,9601,0,2003,0
2,3,3,2,7,A16307,280000,1550,0,1550,4486,0,2000,0
2,3,3,2,7,A16308,288000,1520,0,1520,3593,0,2004,0
2,3,3,1,7,A16309,248500,620,620,1240,12285,0,1939,1991
2,4,3,2,7,A16310,330000,2380,0,2380,13550,0,1999,0
3,5,3,2,9,A16311,740000,1830,890,2720,11454,0,1988,0
2,3,3,2,8,A16312,445000,2210,0,2210,8010,0,1998,0
1,2,4,1,6,A16313,198500,1050,0,1050,9600,0,1959,0
2,7,3,2,7,A16314,280000,1940,0,1940,5458,0,1994,0
2,3,4,2,7,A16315,336500,1420,0,1420,3433,0,1981,0
2,3,4,2,7,A16316,267000,1690,0,1690,10336,0,1989,0
1,3,3,1,7,A16317,315000,1160,0,1160,9180,0,1968,0
2,4,3,2,8,A16318,545000,2040,0,2040,7412,0,1988,0
1,3,3,1,8,A16319,274950,1840,0,1840,16679,0,1989,0
1,2,3,1,7,A16320,500000,1210,230,1440,7130,0,1948,0
1,3,4,1.5,7,A16321,299000,1390,0,1390,9624,0,1954,0
2,3,3,2,8,A16322,420000,1160,310,1470,1445,0,2005,0
2,3,3,3,8,A16323,620000,1604,172,1776,1248,0,2006,0
2,3,3,1,7,A16324,575950,1180,460,1640,12000,0,1967,0
2,4,3,2,9,A16325,666500,2860,0,2860,6600,0,2000,0
1,4,3,1,7,A16326,180000,1020,720,1740,7292,0,1962,0
1,3,4,1,7,A16327,261350,1390,0,1390,18200,0,1962,0
3,4,5,1,9,A16328,1030000,1660,1070,2730,5607,0,1948,0
1,3,4,1,8,A16329,390000,1435,0,1435,8960,0,1969,0
1,3,4,1,7,A16330,253500,1090,550,1640,12384,0,1954,0
2,4,3,2,8,A16331,625000,2630,0,2630,48706,0,1986,0
2,4,4,1,7,A16332,255000,1580,0,1580,7800,0,1959,0
2,3,3,2,8,A16333,257000,1740,0,1740,3721,0,2009,0
1,2,3,1,7,A16334,869000,1100,800,1900,13122,1,1954,0
2,4,3,2,10,A16335,745000,3130,0,3130,10860,0,1990,0
3,4,3,2,10,A16336,1350000,3500,0,3500,9525,0,1999,0
1,3,4,1,7,A16337,350000,1090,1040,2130,7500,0,1956,0
2,3,3,2,8,A16338,475000,950,0,950,1110,0,2003,0
2,3,3,2,8,A16339,540000,1720,0,1720,11656,0,1987,1999
1,2,3,1,7,A16340,175000,830,0,830,2699,0,1996,0
0,2,4,1,4,A16341,100000,660,0,660,5240,0,1912,0
1,5,4,2,8,A16342,890000,2310,280,2590,4652,0,1907,0
2,3,3,2,7,A16343,280000,1600,0,1600,4271,0,2000,0
4,4,3,2,10,A16344,1050000,3320,1070,4390,13833,0,2003,0
2,4,3,2,10,A16345,486000,3560,0,3560,12047,0,1988,0
2,5,5,2,8,A16346,670000,2860,0,2860,68519,0,1958,0
2,3,3,2,8,A16347,480000,1640,0,1640,7847,0,1987,0
1,3,4,1,6,A16348,440000,1060,440,1500,6180,0,1947,0
3,3,3,2,9,A16349,1500000,2870,1120,3990,8505,0,1922,1999
2,4,3,2,10,A16350,743700,2610,0,2610,33206,0,1988,0
1,3,3,1,7,A16351,449950,1470,0,1470,7590,0,1988,0
1,2,3,1,7,A16352,367000,700,0,700,2334,0,1945,0
3,4,3,2,11,A16353,1190000,3960,0,3960,12895,0,2001,0
1,3,4,1,6,A16354,201000,900,0,900,7576,0,1959,0
1,3,2,2,7,A16355,575000,2010,0,2010,3800,0,1922,0
2,3,3,1,7,A16356,295000,1420,520,1940,10350,0,1979,0
1,3,4,1,6,A16357,190000,1510,0,1510,8760,0,1946,0
3,2,3,1,8,A16358,742500,1350,670,2020,5000,0,1952,0
3,6,3,2,9,A16359,875000,3000,1430,4430,11453,0,2001,0
3,4,4,2,11,A16360,1390000,3150,860,4010,10880,0,1990,0
2,4,4,2,8,A16361,600000,3070,0,3070,8400,0,1970,0
1,3,3,1,7,A16362,207000,1460,0,1460,11100,0,1956,0
2,4,3,2,9,A16363,650000,3260,0,3260,5335,0,2003,0
1,2,3,1,6,A16364,275000,830,0,830,5610,0,1922,0
2,4,3,2,9,A16365,1200000,2150,240,2390,4200,0,1924,0
2,3,4,1,6,A16366,262500,1130,0,1130,7200,0,1944,0
1,2,3,1,7,A16367,399000,1120,0,1120,8661,0,1946,0
1,4,4,1,7,A16368,139000,1410,0,1410,10648,0,1966,0
2,3,4,2,7,A16369,575000,1750,0,1750,4797,0,1991,0
1,2,3,1,7,A16370,580000,1040,0,1040,3200,0,1926,0
2,3,3,2,7,A16371,468000,1630,0,1630,2490,0,2004,0
1,3,4,1,7,A16372,230000,940,440,1380,10112,0,1963,0
4,4,3,2,10,A16373,675000,3680,0,3680,18804,0,1990,0
1,3,3,1,7,A16374,318000,1250,0,1250,20040,0,1970,0
3,5,3,2,8,A16375,332100,1980,680,2660,6978,0,1996,0
1,2,3,1,6,A16376,175000,620,0,620,6600,0,1963,0
2,4,4,2,8,A16377,817000,2600,0,2600,10660,0,1979,0
3,4,3,2,8,A16378,1200000,2150,0,2150,8119,0,1953,2004
1,3,3,1,7,A16379,525000,1070,400,1470,6550,0,1916,0
1,3,5,1.5,6,A16380,189000,1380,0,1380,7282,0,1915,0
2,3,3,2,9,A16381,629950,1120,560,1680,1683,0,2014,0
1,1,3,1,7,A16382,641500,1000,0,1000,9084,1,1950,0
2,3,3,1,7,A16383,490000,1230,400,1630,7573,0,1983,0
1,3,3,1,7,A16384,415000,1360,430,1790,15142,0,1976,0
1,2,3,1,6,A16385,250000,890,0,890,6380,0,1951,0
1,3,4,1,7,A16386,781000,820,470,1290,8175,0,1952,0
2,4,4,1,7,A16387,400000,1400,1020,2420,7927,0,1973,0
3,4,3,2,10,A16388,935000,2890,790,3680,7105,0,2008,0
2,4,3,1,9,A16389,575000,1600,1420,3020,17810,0,1979,0
3,4,3,2,10,A16390,1660000,4240,0,4240,11189,0,2006,0
2,5,4,1,8,A16391,302300,1580,1550,3130,9450,0,1973,0
1,2,3,1,7,A16392,355000,900,0,900,6656,0,1940,0
2,3,3,1,9,A16393,1540000,1710,1170,2880,7599,0,1958,2002
1,4,4,1,8,A16394,926250,2390,0,2390,17717,0,1964,0
1,3,4,1,7,A16395,300000,1050,400,1450,7620,0,1955,0
1,3,4,1,7,A16396,361500,1070,0,1070,9000,0,1978,0
1,3,4,1,8,A16397,616000,1740,0,1740,9840,0,1963,0
1,2,3,2,8,A16398,395000,1210,0,1210,1161,0,2014,0
1,3,4,1,7,A16399,245000,2100,0,2100,10000,0,1954,0
1,3,4,1,6,A16400,206000,1060,0,1060,9600,0,1962,0
2,4,3,1,9,A16401,706000,2190,1090,3280,16575,0,1972,0
1,3,3,1.5,7,A16402,578000,1660,0,1660,6000,0,1937,0
3,5,3,2,8,A16403,341950,3070,0,3070,5252,0,2005,0
1,3,2,1,7,A16404,305000,1150,0,1150,9048,0,1922,0
2,3,3,1,7,A16405,575000,1590,120,1710,3600,0,1909,0
1,3,4,1,6,A16406,330000,1180,0,1180,43124,0,1959,0
2,4,3,2,7,A16407,445000,2130,0,2130,7200,0,1972,0
1,3,3,1,7,A16408,333000,1050,0,1050,7560,0,1951,0
2,4,3,2,8,A16409,598500,2520,0,2520,3980,0,2005,0
1,2,3,1,6,A16410,225000,700,0,700,6000,0,1943,0
2,4,3,2,8,A16411,570000,2640,0,2640,4200,0,1998,0
2,5,3,1,7,A16412,630000,1310,1020,2330,6783,0,1956,0
2,5,4,2,8,A16413,779000,2830,0,2830,7738,0,1977,0
3,4,3,2,10,A16414,760000,3720,0,3720,13591,0,2004,0
1,5,4,1,7,A16415,322968,1890,0,1890,9600,0,1960,0
2,4,3,2,8,A16416,595000,2910,0,2910,7287,0,1998,0
1,4,4,1,7,A16417,321000,1300,0,1300,18836,0,1941,0
2,3,3,2,8,A16418,653000,2770,0,2770,57745,0,1985,0
1,4,3,1,8,A16419,750000,1420,1100,2520,21834,1,1960,0
1,3,3,1,7,A16420,530000,1080,260,1340,4284,0,1910,0
1,2,3,2,7,A16421,352750,960,100,1060,1241,0,2008,0
2,4,3,2,8,A16422,424950,2480,0,2480,8563,0,1992,0
2,5,3,1,7,A16423,427000,1230,990,2220,4000,0,1973,0
2,4,3,2,9,A16424,558000,2420,800,3220,5120,0,2000,0
2,2,3,1,7,A16425,438200,1600,0,1600,5643,0,1954,0
1,1,3,1,6,A16426,340000,640,0,640,4800,0,1918,0
3,4,3,3,11,A16427,830005,3290,320,3610,7904,0,1994,0
3,4,3,2,10,A16428,548000,2330,1090,3420,5012,0,2008,0
1,3,5,1,7,A16429,411715,1040,800,1840,5101,0,1952,0
4,4,4,2,9,A16430,865000,2790,0,2790,16117,0,1999,0
4,6,3,2,10,A16431,1750000,4150,1710,5860,13928,0,2013,0
3,3,3,2,10,A16432,688000,3450,0,3450,16200,0,1983,0
2,4,3,2,8,A16433,399950,2350,0,2350,5100,0,2003,0
1,3,3,1.5,6,A16434,555000,970,280,1250,4590,0,1903,0
2,3,4,1,7,A16435,677000,1100,900,2000,3207,0,1916,0
2,3,3,1,8,A16436,539000,1780,480,2260,9568,0,1985,0
1,3,4,1,6,A16437,410000,950,560,1510,6597,0,1939,0
2,2,4,2,9,A16438,472000,1800,0,1800,2748,0,1979,0
2,3,3,1,9,A16439,755000,1620,800,2420,8856,0,1957,0
1,5,5,1,7,A16440,269900,1750,0,1750,8325,0,1966,0
2,4,4,2,8,A16441,667400,2660,0,2660,40312,0,1977,0
2,3,3,1,10,A16442,1220000,2640,0,2640,7544,0,1995,0
2,3,3,2,8,A16443,544000,1180,280,1460,1613,0,2007,0
1,2,4,1.5,8,A16444,800000,1570,0,1570,5000,0,1924,0
1,3,4,1,7,A16445,315000,1010,0,1010,7500,0,1975,0
1,4,3,1.5,6,A16446,227000,1200,0,1200,7200,0,1944,0
2,4,3,2,10,A16447,765000,4040,0,4040,25752,0,2000,0
3,3,3,3,8,A16448,625000,1540,280,1820,1641,0,2006,0
5,4,3,2,10,A16449,1880000,3790,2020,5810,7440,0,2004,0
2,4,3,1,9,A16450,822600,1510,1500,3010,9600,0,1979,0
2,4,4,1,8,A16451,515000,1160,750,1910,8947,0,1970,0
2,4,4,1,7,A16452,377000,930,710,1640,5014,0,1982,0
1,3,3,1,8,A16453,600000,1480,0,1480,17360,0,1954,0
1,4,3,1,8,A16454,525300,1680,840,2520,7770,0,1965,0
3,4,4,1,9,A16455,760000,1990,850,2840,13554,0,1974,0
1,2,4,1,5,A16456,202000,840,0,840,7200,0,1907,0
2,3,3,1,8,A16457,470000,1730,0,1730,38884,0,1997,0
2,3,3,2,10,A16458,810000,3140,0,3140,10983,0,1991,0
1,3,3,1,7,A16459,175000,1080,400,1480,8415,0,1967,0
1,4,3,1,7,A16460,440000,960,960,1920,7986,0,1952,0
1,2,2,1,6,A16461,197000,770,0,770,8636,0,1951,0
1,3,5,1,6,A16462,254000,1010,0,1010,7384,0,1943,0
1,3,3,1.5,7,A16463,405000,1460,0,1460,10000,0,2002,0
1,2,5,1,7,A16464,416000,940,0,940,4264,0,1949,0
2,4,3,3,9,A16465,779950,2840,0,2840,4864,0,2014,0
2,4,4,1,7,A16466,200000,1430,480,1910,7210,0,1980,0
2,4,3,2,9,A16467,658100,2430,0,2430,8509,0,1992,0
1,2,3,1,7,A16468,397000,950,660,1610,4104,0,1996,0
3,3,3,2,10,A16469,815000,2780,0,2780,5002,0,1999,0
1,2,4,1,7,A16470,345000,1160,0,1160,8504,0,1949,0
2,4,4,2,7,A16471,305500,1850,0,1850,7199,0,1989,0
2,3,3,1,8,A16472,340000,2120,0,2120,13090,0,1997,0
2,5,3,1,7,A16473,330000,1400,1220,2620,12763,0,1979,0
2,4,3,2,7,A16474,269000,2060,0,2060,3608,0,2004,0
1,3,3,1,7,A16475,349950,1060,0,1060,9525,0,1966,0
1,3,4,1,7,A16476,431000,1500,0,1500,6240,0,1953,0
1,4,4,2,7,A16477,735000,1820,560,2380,5700,0,1946,0
3,5,3,2,8,A16478,414000,3045,0,3045,5030,0,1999,0
2,3,3,2,8,A16479,619500,1700,0,1700,4105,0,1992,0
1,3,4,1,7,A16480,675000,1240,0,1240,13869,0,1957,0
1,3,4,1,7,A16481,380500,1410,0,1410,7854,0,1971,0
1,3,5,1,6,A16482,253000,880,0,880,6600,0,1945,0
1,2,3,1,5,A16483,157500,740,0,740,9003,0,1949,0
2,4,4,1,8,A16484,627000,2030,0,2030,9300,0,1976,0
2,4,4,1,7,A16485,469500,1140,950,2090,7241,0,2001,0
1,2,3,1,7,A16486,319950,920,0,920,8341,0,1939,0
1,3,4,1,7,A16487,249500,1180,0,1180,7200,0,1968,0
1,3,3,1.5,7,A16488,485000,1260,0,1260,3230,0,1907,0
3,5,4,1,9,A16489,1130000,2070,1620,3690,10260,0,1967,0
1,3,3,1,7,A16490,314500,1200,500,1700,17355,0,1978,0
1,2,3,1,6,A16491,220000,770,0,770,8149,0,1948,0
2,3,4,1,7,A16492,444950,1330,690,2020,7800,0,1958,0
2,4,3,1,8,A16493,598000,1330,700,2030,9825,0,1985,0
3,4,3,2,9,A16494,699850,2690,0,2690,6164,0,2002,0
2,3,4,2,7,A16495,595000,1750,0,1750,3354,0,1991,0
2,4,3,2,9,A16496,735000,3270,0,3270,45537,0,1993,0
2,4,4,2,8,A16497,542500,2330,0,2330,14289,0,1978,0
1,3,3,1,7,A16498,450000,1140,580,1720,6960,0,1978,0
2,3,4,1,7,A16499,298500,1420,1000,2420,8800,0,1959,0
1,2,4,2,7,A16500,403950,710,0,710,1136,0,1943,0
1,2,4,1,6,A16501,271000,710,0,710,4240,0,1942,0
1,2,4,1,7,A16502,335000,1510,0,1510,3844,0,1923,1970
2,2,5,2,7,A16503,305000,1610,0,1610,1968,0,1979,0
3,3,3,2,8,A16504,630000,1520,360,1880,2200,0,2007,0
1,2,5,1,7,A16505,253000,860,360,1220,5000,0,1921,0
1,4,4,1,7,A16506,395000,1070,990,2060,7900,0,1957,0
2,3,4,1,7,A16507,265000,1140,200,1340,10290,0,1981,0
1,2,4,1,6,A16508,225000,1030,0,1030,9192,0,1959,0
2,4,3,2,8,A16509,338500,2717,0,2717,4513,0,2005,0
1,2,3,1,7,A16510,300000,860,500,1360,8100,0,1975,0
1,2,3,2,6,A16511,255000,1260,0,1260,7810,0,1945,0
3,4,3,2,7,A16512,337000,2240,0,2240,8504,0,1992,0
2,3,3,2,8,A16513,324900,2080,0,2080,9740,0,1988,0
2,3,4,1,8,A16514,821000,1690,1070,2760,8476,0,1967,0
2,4,4,1,8,A16515,500000,3000,0,3000,213008,0,1975,0
3,4,3,2,8,A16516,885000,2200,1110,3310,6000,0,2010,0
2,4,5,1,7,A16517,360000,1630,0,1630,10375,0,1968,0
1,3,4,1,7,A16518,304000,900,0,900,7500,0,1972,0
1,2,3,1,6,A16519,376000,760,120,880,2400,0,1918,0
1,4,3,1,7,A16520,425000,1620,0,1620,7875,0,1956,0
1,3,3,1,8,A16521,1180000,1090,520,1610,7200,0,1973,0
2,3,3,2,7,A16522,187000,1730,0,1730,1803,0,2005,0
1,2,5,1.5,7,A16523,710000,1540,100,1640,4080,0,1916,0
1,3,3,1,8,A16524,585000,1370,470,1840,7350,0,1974,0
4,5,3,2,11,A16525,1400000,4700,0,4700,22326,0,2002,0
3,4,3,1,12,A16526,1980000,3340,1160,4500,44384,0,1990,0
1,3,4,1,8,A16527,250000,1420,360,1780,35233,0,1979,0
2,4,4,2,10,A16528,950000,3800,0,3800,12200,0,1986,0
2,3,3,2,10,A16529,725000,2980,0,2980,16996,0,1992,0
2,4,3,1,8,A16530,505000,1590,1190,2780,6369,0,1978,0
1,1,3,1,4,A16531,90000,560,0,560,4120,0,1947,0
2,4,3,2,7,A16532,400000,2060,0,2060,3060,0,1968,0
1,3,3,1,8,A16533,407000,1140,0,1140,7785,0,1954,0
1,3,5,1.5,7,A16534,651000,1890,0,1890,4400,0,1919,0
2,3,3,1,7,A16535,485000,1350,740,2090,7450,0,1978,0
2,4,4,2,8,A16536,460000,3460,0,3460,13168,0,1932,1986
1,2,4,1,7,A16537,369000,880,440,1320,6135,0,1942,0
1,2,3,1,6,A16538,355000,1000,240,1240,27042,0,1943,0
1,2,3,1,7,A16539,155000,810,0,810,4755,0,1980,0
1,3,4,1.5,8,A16540,1000000,1880,0,1880,5450,0,1924,0
2,4,4,2,9,A16541,419625,2680,0,2680,11590,0,1988,0
2,3,4,2,7,A16542,435000,2040,0,2040,6880,0,1954,0
1,4,4,1,7,A16543,379000,1290,890,2180,7876,0,1977,0
2,4,3,2,7,A16544,293000,1870,0,1870,5371,0,2009,0
2,4,4,1,8,A16545,592100,1790,520,2310,7851,0,1989,0
1,3,3,1,7,A16546,362000,1120,0,1120,9730,0,1944,1989
1,3,3,1,7,A16547,227000,1340,0,1340,10035,0,1959,0
1,3,3,1,7,A16548,335500,1260,0,1260,8487,0,1970,0
1,3,5,1.5,7,A16549,213000,1200,0,1200,55321,0,1977,0
2,5,3,2,7,A16550,338000,2400,0,2400,4496,0,2004,0
1,3,4,1,7,A16551,163500,940,0,940,7200,0,1954,0
1,2,3,1,7,A16552,199988,860,0,860,5000,0,1949,0
2,3,3,1,10,A16553,1190000,1980,410,2390,7875,0,1948,0
2,4,3,2,7,A16554,320000,3130,0,3130,5200,0,2005,0
2,6,4,1,8,A16555,450000,2960,590,3550,11780,0,1948,0
2,2,3,2,6,A16556,249900,1470,0,1470,2541,0,2005,0
1,2,3,1,6,A16557,223000,910,0,910,9869,0,1957,0
4,4,3,1,7,A16558,631000,1470,1160,2630,59586,0,1963,0
2,4,5,1,7,A16559,350000,1060,720,1780,10416,0,1963,0
1,3,3,1,7,A16560,279000,900,530,1430,39160,0,1925,1987
2,5,5,1,7,A16561,310000,1510,1220,2730,7344,0,1962,0
1,2,4,1,6,A16562,185000,900,0,900,8000,0,1954,0
2,3,4,1,8,A16563,445000,1130,610,1740,22089,0,1977,0
2,4,3,2,9,A16564,365000,2905,0,2905,4874,0,2003,0
1,3,3,1,7,A16565,333500,1390,840,2230,9120,0,1959,0
2,3,3,1,8,A16566,385000,1340,340,1680,8450,0,1960,0
1,3,4,1,7,A16567,345000,1240,0,1240,11200,0,1954,0
3,3,3,2,10,A16568,1260000,2220,1010,3230,8625,0,1998,0
2,4,4,1,7,A16569,440000,1280,1280,2560,10400,0,1965,0
2,3,3,2,7,A16570,444500,2600,0,2600,4724,0,2002,0
1,4,3,1,6,A16571,340000,1200,0,1200,11834,1,1972,0
1,4,5,1.5,7,A16572,680000,1660,0,1660,6075,0,1915,0
1,3,4,1,7,A16573,420000,1140,0,1140,8558,0,1982,0
2,3,4,2,9,A16574,438500,3050,0,3050,10689,0,1988,0
1,2,3,1,6,A16575,109500,800,0,800,10625,0,1942,0
2,4,4,1,7,A16576,461000,1200,500,1700,7495,0,1964,0
1,4,4,1,9,A16577,968000,2630,0,2630,9645,0,1963,0
1,3,4,1,7,A16578,355000,980,980,1960,7705,0,1950,0
1,3,4,1,7,A16579,249000,1180,0,1180,11579,0,1962,0
2,5,4,1,7,A16580,256500,1360,600,1960,7350,0,1969,0
2,5,4,1,11,A16581,1810000,2490,1760,4250,20441,0,1984,0
2,3,4,1,8,A16582,269000,1950,0,1950,8661,0,1966,0
3,4,3,2,9,A16583,1350000,2720,880,3600,5217,0,1947,2014
2,3,4,1,9,A16584,885000,1610,450,2060,9552,0,1975,0
2,3,4,1,7,A16585,455000,1090,550,1640,9825,0,1971,0
2,4,5,1.5,8,A16586,980000,2230,500,2730,4800,0,1909,0
1,3,3,1,6,A16587,412500,1530,0,1530,6300,0,1942,2004
3,4,3,2,9,A16588,740000,3060,0,3060,4777,0,2007,0
2,4,3,2,10,A16589,1300000,2130,730,2860,5658,0,1933,0
1,2,3,3,8,A16590,326000,1030,0,1030,798,0,2008,0
2,4,3,2,8,A16591,568500,2460,0,2460,4200,0,1998,0
2,4,3,2,9,A16592,620000,2500,0,2500,8282,0,2013,0
1,3,3,2,7,A16593,283000,1490,340,1830,7600,0,1947,0
3,6,4,2,8,A16594,875000,1930,890,2820,4536,0,1917,0
2,4,5,2,8,A16595,1310000,2440,1310,3750,5000,0,1924,0
2,3,3,2,7,A16596,289950,2070,0,2070,6145,0,2003,0
2,3,4,1,7,A16597,252500,1250,530,1780,7192,0,1974,0
2,4,5,1,8,A16598,376000,1480,720,2200,6750,0,1959,0
2,4,3,1,9,A16599,635700,1860,1380,3240,13978,0,1977,0
2,4,3,2,10,A16600,710000,2880,0,2880,12349,0,1996,0
1,3,3,1,7,A16601,440000,980,590,1570,5120,0,1947,0
2,3,3,1,8,A16602,439000,1810,1370,3180,7904,0,2006,0
1,2,3,1.5,6,A16603,455000,1310,0,1310,12196,0,1970,0
1,2,4,1,7,A16604,225000,910,0,910,9612,0,1981,0
1,3,4,1,7,A16605,250000,1460,0,1460,10914,0,1959,0
3,4,4,2,9,A16606,585000,2470,940,3410,34939,0,1992,0
1,3,4,1.5,7,A16607,685000,1580,1140,2720,4720,0,1925,0
2,5,3,1,8,A16608,420000,1300,980,2280,10319,0,1959,0
1,2,5,1,6,A16609,245000,670,0,670,1675,0,1960,0
2,4,4,1,7,A16610,275000,1480,0,1480,15000,0,1957,0
2,3,3,1,7,A16611,270000,1390,940,2330,8000,0,1986,0
3,4,3,2,8,A16612,767250,1710,460,2170,2500,0,1997,0
2,3,4,1,7,A16613,229000,1760,0,1760,9900,0,1943,0
1,3,3,1.5,8,A16614,400000,1240,0,1240,4000,0,1928,2000
3,5,5,2.5,10,A16615,2200000,4940,270,5210,35765,0,1911,0
2,5,4,1,8,A16616,665000,1400,1400,2800,17788,0,1963,0
2,4,3,2,7,A16617,500000,2060,0,2060,44431,0,1988,0
2,5,4,1,7,A16618,355500,2360,0,2360,19899,0,1968,0
2,4,3,2,9,A16619,369000,2370,0,2370,6557,0,1998,0
1,2,2,1,5,A16620,338500,720,0,720,6050,0,1951,0
